null	No.	OK	change	protein name	old
	3849			exodeoxyribonuclease III	exodeoxyribonuclease III
	3850		@	exodeoxyribonuclease V alpha subunit	exodeoxyribonuclease V alpha chain
	3851			exodeoxyribonuclease V alpha subunit	exodeoxyribonuclease V alpha subunit
	3852		@	exodeoxyribonuclease V beta subunit	exodeoxyribonuclease V beta chain
	3853			exodeoxyribonuclease V beta subunit	exodeoxyribonuclease V beta subunit
	3854		@	exodeoxyribonuclease V gamma subunit	exodeoxyribonuclease V gamma chain
	3855			exodeoxyribonuclease V gamma subunit	exodeoxyribonuclease V gamma subunit
	3856		@	exodeoxyribonuclease VII large subunit	exodeoxyribonuclease 7 large subunit
	3857			exodeoxyribonuclease VII large subunit	exodeoxyribonuclease VII large subunit
	3858		@	exodeoxyribonuclease VII large subunit	exonuclease VII large subunit
	3859		@	exodeoxyribonuclease VII small subunit	exodeoxyribonuclease 7 small subunit
	3860			exodeoxyribonuclease VII small subunit	exodeoxyribonuclease VII small subunit
	3861		@	exodeoxyribonuclease VII small subunit	exonuclease VII small subunit
	3862			exodeoxyribonuclease VIII	exodeoxyribonuclease VIII
	3863			exodeoxyribonuclease X	exodeoxyribonuclease X
	3864			exoglucanase	exoglucanase
	3865			exonuclease	exonuclease
	3866			exopolyphosphatase	exopolyphosphatase
	3867		@	exopolysaccharide synthesis ExoD family protein	ExoD family protein
	3868			exoribonuclease II	exoribonuclease II
	3869		@	exosome exoribonuclease subunit Rrp41	exosome complex exonuclease 1
	3870		@	exosome exoribonuclease subunit Rrp41	exosome complex exonuclease Rrp41 homolog
	3871		@	exosome exoribonuclease subunit Rrp41	exosome complex exonuclease Rrp41 homologue
	3872		@	exosome exoribonuclease subunit Rrp41	exosome core subunit Rrp41
	3873		@	exosome exoribonuclease subunit Rrp42	exosome complex exonuclease 2
	3874		@	exosome exoribonuclease subunit Rrp42	exosome complex exonuclease Rrp42 homolog
	3875		@	exosome exoribonuclease subunit Rrp42	exosome complex exonuclease Rrp42 homologue
	3876		@	exosome exoribonuclease subunit Rrp42	exosome core subunit Rrp42
	3877		@	exosome RNA-binding subunit	exosome complex RNA-binding protein
	3878		@	exosome RNA-binding subunit Csl4	exosome complex RNA-binding protein Cs14 homolog
	3879		@	exosome RNA-binding subunit Csl4	exosome complex RNA-binding protein Cs14 homologue
	3880			exosome RNA-binding subunit Csl4	exosome RNA-binding subunit Csl4
	3881		@	exosome RNA-binding subunit Rrp4	exosome complex RNA-binding protein Rrp4 homolog
	3882		@	exosome RNA-binding subunit Rrp4	exosome complex RNA-binding protein Rrp4 homologue
	3883			exosome RNA-binding subunit Rrp4	exosome RNA-binding subunit Rrp4
	3884		@	exosome subunit DnaG	exosome complex RNA helicase DnaG homolog
	3885		@	exosome subunit DnaG	exosome complex RNA helicase DnaG homologue
	3886			exosome subunit DnaG	exosome subunit DnaG
	3887		@	extracellular heme-binding protein	extracellular haem-binding protein
	3888		@	extracellular heme-binding protein	extracellular haem-binding protein precursor
	3889		@	extracellular protease	extracellular protease precursor
	3890		@	extracellular serine protease	extracellular serine protease precursor
	3891			extracellular small neutral protease	extracellular small neutral protease
	3892		@	extracellular small neutral protease	extracellular small neutral protease precursor
	3893			extradiol dioxygenase	extradiol dioxygenase
	3894			extradiol dioxygenase NimB	extradiol dioxygenase NimB
	3895		@	exu regulon transcriptional regulator ExuR	exu regulon transcriptional regulator
	3896		@	F420-0--gamma-glutamyl ligase	F420-0:gamma-glutamyl ligase
	3897			F420-0--gamma-glutamyl ligase	F420-0--gamma-glutamyl ligase
	3898		@	"F420-dependent 5,10-methylenetetrahydromethanopterin dehydrogenase"	F420-dependent methylenetetrahydromethanopterin dehydrogenase
	3899			F420-dependent dehydrogenase	F420-dependent dehydrogenase
	3900			F420-dependent glucose-6-phosphate dehydrogenase	F420-dependent glucose-6-phosphate dehydrogenase
	3901			F420-dependent NADP reductase	F420-dependent NADP reductase
	3902			F420-dependent NADPH reductase	F420-dependent NADPH reductase
	3903			F420-dependent oxidoreductase	F420-dependent oxidoreductase
	3904			F420H2 oxidase	F420H2 oxidase
	3905			F420-non-reducing hydrogenase subunit A	F420-non-reducing hydrogenase subunit A
	3906		@	F420-non-reducing hydrogenase subunit D	F420-non-reducing hydrogenase iron-sulfur subunit D
	3907		@	F420-non-reducing hydrogenase subunit D	F420-nonreducing hydrogenase subunit D
	3908			F420-non-reducing hydrogenase subunit G	F420-non-reducing hydrogenase subunit G
	3909			FAD synthetase	FAD synthetase
	3910			FAD synthetase/riboflavin kinase	FAD synthetase/riboflavin kinase
	3911		@	FAD synthetase/riboflavin kinase	flavokinase/FAD synthetase
	3912		@	FAD synthetase/riboflavin kinase	FMN adenylyltransferase/riboflavin kinase
	3913		@	FAD synthetase/riboflavin kinase	riboflavin kinase/FMN adenylyltransferase
	3914			FAD-binding protein	FAD-binding protein
	3915			family D DNA polymerase large subunit	family D DNA polymerase large subunit
	3916			family D DNA polymerase small subunit	family D DNA polymerase small subunit
	3917		@	family X DNA polymerase	DNA polymerase family X
	3918			family X DNA polymerase	family X DNA polymerase
	3919			farnesyl diphosphate synthase	farnesyl diphosphate synthase
	3920			farnesylgeranyl diphosphate synthase	farnesylgeranyl diphosphate synthase
	3921			fatty acid cis-trans isomerase	fatty acid cis-trans isomerase
	3922			fatty acid desaturase	fatty acid desaturase
	3923		@	fatty acid desaturase	fatty-acid desaturase
	3924		@	fatty acid metabolism transcriptional regulator FadR	fatty acid metabolism transcriptional regulator
	3925		@	fatty acid metabolism transcriptional regulator FadR	transcriptional regulator of fatty acid metabolism
	3926			fatty acid oxidation complex alpha subunit	fatty acid oxidation complex alpha subunit
	3927		@	fatty acid oxidation complex alpha subunit	fatty acid oxidation complex subunit alpha
	3928		@	fatty acid oxidation complex alpha subunit	fatty oxidation complex alpha subunit
	3929		@	fatty acid oxidation complex alpha subunit FadJ	fatty acid oxidation complex subunit alpha FadJ
	3930			fatty acid oxidation complex beta subunit	fatty acid oxidation complex beta subunit
	3931		@	fatty acid oxidation complex beta subunit	fatty acid oxidation complex subunit beta
	3932			fatty acid synthase	fatty acid synthase
	3933		@	fatty acid synthase I	fatty-acid synthase I
	3934		@	fatty acid/phospholipid biosynthesis transcriptional repressor FapR	fatty acid and phospholipid biosynthesis regulator
	3935		@	fatty acid--CoA ligase	fatty-acid--CoA ligase
	3936		@	fatty acid--CoA ligase/enoyl-CoA hydratase	fatty-acid--CoA ligase/enoyl-CoA hydratase
	3937			fatty acid-CoA racemase	fatty acid-CoA racemase
	3938		@	FdrA protein	bacterial FdrA protein
	3939		@	FdrA protein	bacterial protein FdrA
	3940			FdrA protein	FdrA protein
	3941		@	FdrA protein	membrane protein FdrA
	3942		@	FdrA protein	Protein FdrA
	3943			Fe(3+) dicitrate ABC transporter ATP-binding protein	Fe(3+) dicitrate ABC transporter ATP-binding protein
	3944		@	Fe(3+) dicitrate ABC transporter permease protein	iron (III) dicitrate ABC transporter permease protein
	3945			Fe(3+) dicitrate ABC transporter permease protein FecC	Fe(3+) dicitrate ABC transporter permease protein FecC
	3946			Fe(3+) dicitrate ABC transporter permease protein FecD	Fe(3+) dicitrate ABC transporter permease protein FecD
	3947			Fe(3+) dicitrate ABC transporter substrate-binding protein	Fe(3+) dicitrate ABC transporter substrate-binding protein
	3948		@	Fe(3+) dicitrate ABC transporter substrate-binding protein	iron (III) dicitrate ABC transporter substrate binding protein precursor
	3949		@	Fe(3+) dicitrate outer membrane receptor	Fe(3+) dicitrate transport protein FecA
	3950			Fe(3+) ion ABC transporter ATP-binding protein	Fe(3+) ion ABC transporter ATP-binding protein
	3951		@	Fe(3+) ion ABC transporter ATP-binding protein	iron(III) ABC transporter ATP-binding protein
	3952			Fe(3+) ion ABC transporter permease protein	Fe(3+) ion ABC transporter permease protein
	3953		@	Fe(3+) ion ABC transporter permease protein	iron(III) ABC transporter permease protein
	3954			Fe(3+) ion ABC transporter permease protein (fragment)	Fe(3+) ion ABC transporter permease protein (fragment)
	3955		@	Fe(3+) ion ABC transporter substrate-binding protein	iron(III) ABC transporter iron(III)-binding protein
	3956			Fe(3+)-ferrichrome ABC transporter ATP-binding protein	Fe(3+)-ferrichrome ABC transporter ATP-binding protein
	3957			Fe(3+)-ferrichrome ABC transporter permease protein	Fe(3+)-ferrichrome ABC transporter permease protein
	3958			Fe(3+)-ferrichrome ABC transporter substrate-binding protein	Fe(3+)-ferrichrome ABC transporter substrate-binding protein
	3959		@	Fe(3+)-siderophore ABC transporter ATP-binding protein	iron (III)-siderophore ABC transporter ATP binding protein
	3960		@	Fe(3+)-siderophore ABC transporter permease protein	iron (III)-siderophore ABC transporter permease protein
	3961		@	Fe(3+)-siderophore ABC transporter substrate-binding protein	iron (III)-siderophore ABC transporter substrate-binding protein
	3962		@	Fe(3+)-siderophore ABC transporter substrate-binding protein	iron (III)-siderophore ABC transporter substrate-binding protein precursor
	3963			fec operon regulator FecR	fec operon regulator FecR
	3964		@	fec operon regulator FecR	FecR protein
	3965			FemAB family protein	FemAB family protein
	3966			FeoA family protein	FeoA family protein
	3967			ferredoxin	ferredoxin
	3968			ferredoxin reductase	ferredoxin reductase
	3969			ferredoxin/ferredoxin reductase	ferredoxin/ferredoxin reductase
	3970			ferredoxin-dependent glutamate synthase (fragment)	ferredoxin-dependent glutamate synthase (fragment)
	3971			ferredoxin-dependent sulfite reductase	ferredoxin-dependent sulfite reductase
	3972		@	ferredoxin-dependent sulfite reductase	sulfite reductase (ferredoxin)
	3973		@	ferredoxin-like protein	ferredoxin like protein
	3974			ferredoxin-like protein FixX	ferredoxin-like protein FixX
	3975		@	ferredoxin-like protein FixX	FixX protein
	3976			ferredoxin-like protein YdhX	ferredoxin-like protein YdhX
	3977			ferredoxin-like protein YdhY	ferredoxin-like protein YdhY
	3978			ferredoxin-like protein YdiT	ferredoxin-like protein YdiT
	3979			ferredoxin-like protein YfaE	ferredoxin-like protein YfaE
	3980			ferredoxin-like protein YfhL	ferredoxin-like protein YfhL
	3981			ferredoxin-like protein YgcO	ferredoxin-like protein YgcO
	3982		@	ferredoxin--NADP(+) reductase	ferredoxin--NADP reductase
	3983			ferredoxin--NADP(+) reductase	ferredoxin--NADP(+) reductase
	3984		@	ferredoxin--NADP(+) reductase	ferredoxin-NADP+ reductase
	3985			ferredoxin--NADP(+) reductase FprA	ferredoxin--NADP(+) reductase FprA
	3986		@	ferredoxin--NADP(+) reductase FprA	NADPH-ferredoxin reductase FprA
	3987			ferredoxin--NADP(+) reductase FprB	ferredoxin--NADP(+) reductase FprB
	3988			ferric citrate receptor	ferric citrate receptor
	3989			ferric enterobactin receptor	ferric enterobactin receptor
	3990		@	ferric enterobactin receptor	ferrienterobactin receptor
	3991		@	ferric rhodotorulic acid receptor	ferric-rhodotorulic acid receptor
	3992			ferric siderophore ABC transporter ATP-binding protein	ferric siderophore ABC transporter ATP-binding protein
	3993			ferric siderophore ABC transporter permease protein	ferric siderophore ABC transporter permease protein
	3994			ferric siderophore ABC transporter substrate-binding protein	ferric siderophore ABC transporter substrate-binding protein
	3995			ferric siderophore receptor	ferric siderophore receptor
	3996			ferric siderophore receptor PfeA	ferric siderophore receptor PfeA
	3997		@	ferric uptake regulator	ferric iron uptake regulatory protein
	3998		@	ferric uptake regulator	ferric uptake regulation protein
	3999			ferric uptake regulator	ferric uptake regulator
	4000		@	ferric-chelate reductase	ferric reductase
	4001		@	ferrichrome-iron receptor	ferrichrome-iron outer membrane transporter
	4002			ferrichrome-iron receptor	ferrichrome-iron receptor
	4003		@	ferrichrome-iron receptor	outer membrane ferrichrome-iron receptor
	4004			ferrienterobactin ABC transporter ATP-binding protein	ferrienterobactin ABC transporter ATP-binding protein
	4005			ferrienterobactin ABC transporter permease protein FepD	ferrienterobactin ABC transporter permease protein FepD
	4006			ferrienterobactin ABC transporter permease protein FepG	ferrienterobactin ABC transporter permease protein FepG
	4007			ferrienterobactin ABC transporter substrate-binding protein	ferrienterobactin ABC transporter substrate-binding protein
	4008		@	ferrienterobactin outer membrane receptor	ferrienterobactin receptor
	4009			ferrioxamine receptor	ferrioxamine receptor
	4010			ferripyoverdine receptor FpvA	ferripyoverdine receptor FpvA
	4011			ferritin	ferritin
	4012			ferritin B	ferritin B
	4013			ferrochelatase	ferrochelatase
	4014		@	ferrous iron transport system peroxidase	iron-dependent peroxidase convert ferric iron into ferrous iron
	4015		@	ferrous iron transport system protein	ferrous iron uptake protein
	4016		@	ferrous iron transport system protein FeoA	ferrous iron transport protein A
	4017		@	ferrous iron transport system protein FeoB	ferrous iron transport protein B
	4018		@	ferrous iron transport system protein FeoB (fragment)	truncated ferrous iron transport protein B
	4019		@	ferrous iron transport system protein FeoC	ferrous iron transport protein C
	4020		@	ferrous iron transporter permease protein EfeU	ferrous iron permease EfeU
	4021			ferrous iron transporter permease protein EfeU	ferrous iron transporter permease protein EfeU
	4022		@	ferrous iron transporter permease protein EfeU	high-affinity iron permease YcdN
	4023		@	ferrous iron transporter permease protein EfeU	membrane protein YwbL
	4024		@	ferrous iron transporter substrate-binding protein EfeM	iron uptake system component EfeM
	4025		@	ferrous iron transporter substrate-binding protein EfeO	ferrous iron transporter periplasmic protein EfeO
	4026		@	ferrous iron transporter substrate-binding protein EfeO	iron uptake system component EfeO
	4027		@	ferrous iron transporter substrate-binding protein EfeO	YcdO protein
	4028			feruloyl-CoA hydratase/lyase	feruloyl-CoA hydratase/lyase
	4029			feruloyl-CoA synthetase	feruloyl-CoA synthetase
	4030			FHA domain-containing protein	FHA domain-containing protein
	4031			FhiA protein	FhiA protein
	4032			fibrillarin	fibrillarin
	4033			fibronectin-binding protein	fibronectin-binding protein
	4034		@	FIC domain-containing protein	Fic-family protein
	4035		@	Fic protein	adenosine monophosphate-protein transferase Fic
	4036			filament-forming protein	filament-forming protein
	4037			fimbrial chaperone protein YbgP	fimbrial chaperone protein YbgP
	4038			fimbrial chaperone protein YcbF	fimbrial chaperone protein YcbF
	4039			fimbrial chaperone protein YehC	fimbrial chaperone protein YehC
	4040			fimbrial chaperone protein YfcS	fimbrial chaperone protein YfcS
	4041			fimbrial chaperone protein YhcA	fimbrial chaperone protein YhcA
	4042			fimbrial chaperone protein YqiH	fimbrial chaperone protein YqiH
	4043			fimbrial chaperone protein YraI	fimbrial chaperone protein YraI
	4044			fimbrial protein	fimbrial protein
	4045			fimbrial-like protein YadC	fimbrial-like protein YadC
	4046			fimbrial-like protein YadN	fimbrial-like protein YadN
	4047			fimbrial-like protein YbgD	fimbrial-like protein YbgD
	4048			fimbrial-like protein YcbU	fimbrial-like protein YcbU
	4049			fimbrial-like protein YcbV	fimbrial-like protein YcbV
	4050			fimbrial-like protein YdeQ	fimbrial-like protein YdeQ
	4051			fimbrial-like protein YdeR	fimbrial-like protein YdeR
	4052			fimbrial-like protein YdeS	fimbrial-like protein YdeS
	4053			fimbrial-like protein YfcP	fimbrial-like protein YfcP
	4054			fimbrial-like protein YfcQ	fimbrial-like protein YfcQ
	4055			fimbrial-like protein YfcV	fimbrial-like protein YfcV
	4056			fimbrial-like protein YgiL	fimbrial-like protein YgiL
	4057			fimbrial-like protein YraH	fimbrial-like protein YraH
	4058			fimbrial-like protein YraK	fimbrial-like protein YraK
	4059		@	fimbrillin MatB homolog	fimbrillin homolog MatB
	4060			Fis family transcriptional regulator	Fis family transcriptional regulator
